rule,count,win_rate,avg_return,median_return,max_return,min_return,score
pull_to_entry_add_sell_ratio >= 0.912888,65,49.23,1.66,-0.03,59.71,-18.38,4.2404
launch_to_entry_add_sell_ratio <= 1.45004,69,49.28,1.61,-0.03,59.71,-18.38,4.234400000000001
hold_cancel_sell_ratio >= 0.00026,66,50.0,1.97,-0.16,59.71,-18.38,4.234
hold_big_super_outflow_days <= 1,49,48.98,1.72,-0.03,59.71,-18.38,4.2324
discover_to_entry_add_sell_ratio >= 0.889522,65,49.23,1.57,-0.03,59.71,-18.38,4.2224
hold_cancel_buy_ratio <= 0.39893,65,49.23,1.54,-0.03,59.71,-18.38,4.2164
discover_to_entry_support_spread_avg >= -0.039732,65,49.23,1.51,-0.03,59.71,-18.38,4.2104
launch_to_entry_main_price_divergence >= -0.065378,65,49.23,1.43,-0.03,59.71,-18.38,4.1944
discover_to_entry_max_daily_main_outflow_ratio >= -0.15346,65,49.23,1.41,-0.03,45.49,-18.38,4.1903999999999995
launch_to_entry_cancel_sell_ratio <= 0.00095,43,48.84,1.39,-0.03,59.71,-18.38,4.155200000000001
discover_to_entry_amount_sum >= 7.67118e+09,53,49.06,1.25,-0.03,59.71,-18.38,4.1448
hold_add_sell_ratio >= 0.922034,65,49.23,1.17,-0.03,59.71,-18.38,4.1424
pull_to_entry_main_net_ratio <= 0.122754,65,49.23,1.09,-0.03,45.49,-14.24,4.1264
pull_to_entry_max_daily_main_outflow_ratio <= 0.122754,65,49.23,1.09,-0.03,45.49,-14.24,4.1264
pull_to_entry_active_buy_strength_avg <= 12.2751,65,49.23,1.09,-0.03,45.49,-14.24,4.1264
pull_to_entry_main_price_divergence <= 0.122754,65,49.23,1.09,-0.03,45.49,-14.24,4.1264
pull_to_entry_add_sell_ratio >= 1.26733,41,48.78,1.19,-0.03,45.49,-14.24,4.1104
hold_cum_main_ratio_min <= 0.00289,67,49.25,1.0,-0.03,59.71,-18.38,4.11
launch_to_entry_cancel_sell_ratio >= 0.00095,44,50.0,1.32,-0.16,45.49,-14.24,4.104
discover_to_entry_max_drawdown_pct >= -10.746,65,49.23,0.86,-0.03,45.49,-18.38,4.0804
pull_to_entry_sell_pressure_avg >= 1.26268,41,48.78,1.04,-0.03,30.9,-14.24,4.0804
pull_to_entry_add_buy_ratio >= 1.41574,42,50.0,1.36,-0.26,59.71,-18.38,4.0120000000000005
launch_to_entry_cancel_buy_ratio <= 0.011515,41,48.78,0.54,-0.03,30.9,-18.38,3.9804000000000004
confirm_distribution_score >= 22,68,50.0,0.75,-0.2,45.49,-18.38,3.9499999999999997
hold_cancel_sell_ratio >= 0.00086,44,50.0,0.45,-0.16,45.49,-14.24,3.9299999999999997
hold_amount_anomaly_avg <= 1.33434,65,49.23,-0.01,-0.03,27.1,-16.72,3.9064
launch_to_entry_super_price_divergence <= -0.025443,53,49.06,-0.1,-0.03,30.63,-18.38,3.8748000000000005
hold_max_daily_super_outflow_ratio <= -0.07443,42,50.0,0.1,-0.27,45.49,-18.38,3.75
hold_support_spread_avg <= -0.01186,41,48.78,-0.88,-0.03,21.82,-18.38,3.6964
hold_oib_ratio <= -0.027645,41,48.78,-1.11,-0.03,21.82,-18.38,3.6504000000000003
launch_to_entry_support_spread_avg >= 0.00355,42,47.62,2.72,-0.76,59.71,-18.38,3.5936
rank <= 5,46,47.83,2.21,-0.77,59.71,-18.38,3.4984
launch_to_entry_days <= 5,60,48.33,1.7,-0.77,59.71,-18.38,3.4364
launch3_add_buy_ratio >= 0.90251,66,48.48,1.57,-0.76,59.71,-18.38,3.4323999999999995
launch_to_entry_cancel_buy_ratio <= 0.39709,66,48.48,1.35,-0.76,59.71,-18.38,3.3883999999999994
discover_to_entry_super_positive_day_ratio >= 0.5,54,48.15,1.53,-0.77,30.9,-18.38,3.388
hold_sell_pressure_avg >= 0.56746,54,48.15,1.31,-0.76,59.71,-18.38,3.3539999999999996
hold_max_daily_super_outflow_ratio >= -0.08502,54,48.15,1.28,-0.76,59.71,-18.38,3.348
hold_cancel_buy_ratio <= 0.33744,54,48.15,1.27,-0.76,59.71,-18.38,3.3459999999999996
hold_big_super_outflow_days <= 2,64,48.44,0.69,-0.76,59.71,-18.38,3.2531999999999996
pull_to_entry_main_net_ratio >= 0.02833,55,49.09,2.21,-1.48,59.71,-18.38,2.8892000000000007
pull_to_entry_max_daily_main_outflow_ratio >= 0.02833,55,49.09,2.21,-1.48,59.71,-18.38,2.8892000000000007
pull_to_entry_active_buy_strength_avg >= 2.8331,55,49.09,2.21,-1.48,59.71,-18.38,2.8892000000000007
pull_to_entry_main_price_divergence >= 0.02833,55,49.09,2.21,-1.48,59.71,-18.38,2.8892000000000007
pullback_depth_from_launch_peak_pct >= -6.15,41,46.34,3.16,-1.48,59.71,-14.52,2.8592000000000004
discover_to_entry_super_net_ratio >= -0.003808,65,47.69,2.28,-1.48,59.71,-18.38,2.7912
discover_to_entry_oib_ratio >= 0.000945,41,46.34,2.8,-1.48,59.71,-18.38,2.7872000000000003
rank <= 7,59,47.46,2.29,-1.51,59.71,-18.38,2.7448000000000006
discover_to_entry_super_net_ratio >= 0.012115,41,46.34,2.57,-1.48,59.71,-18.38,2.7412
discover_to_entry_cancel_buy_ratio >= 0.000802,65,47.69,1.99,-1.48,59.71,-18.38,2.7332
hold_cum_main_ratio_max_drawdown <= -0.0406015,53,47.17,2.48,-1.55,59.71,-14.52,2.7196000000000002
pull_to_entry_cancel_buy_ratio >= 0.00041,65,47.69,1.83,-1.48,59.71,-18.38,2.7012
launch_to_entry_cvd_ratio >= -0.009055,41,48.78,1.7,-1.55,59.71,-11.9,2.6924
launch_to_entry_max_daily_main_outflow_ratio >= -0.0965885,53,47.17,2.06,-1.51,59.71,-18.38,2.6756
pull_to_entry_buy_support_avg >= 1.38542,41,48.78,1.24,-1.48,59.71,-18.38,2.6704
discover_to_entry_buy_support_avg >= 0.570464,53,47.17,1.84,-1.48,59.71,-18.38,2.6616
discover_to_entry_active_buy_strength_avg >= -1.29938,65,47.69,1.63,-1.48,59.71,-18.38,2.6612
pre20_super_price_divergence >= 0.156577,53,47.17,1.98,-1.51,45.49,-18.38,2.6596
launch_to_entry_add_buy_ratio >= 1.1435,53,47.17,1.81,-1.48,59.71,-18.38,2.6556
launch_to_entry_amount_anomaly_avg >= 0.7428,65,47.69,1.59,-1.48,59.71,-18.38,2.6532
launch_to_entry_return_pct >= 4.6,57,47.37,1.71,-1.48,59.71,-18.38,2.6516
confirm_distribution_score <= 43.8795,53,47.17,1.77,-1.48,59.71,-18.38,2.6476
launch_to_entry_buy_support_avg >= 0.567561,53,47.17,1.76,-1.48,59.71,-18.38,2.6456
discover_to_entry_buy_support_avg >= 0.541142,65,47.69,1.46,-1.48,59.71,-18.38,2.6271999999999998
pull_to_entry_buy_support_avg >= 0.53634,66,46.97,1.84,-1.5,59.71,-18.38,2.6256
pre20_return_pct <= -17.785,41,46.34,2.12,-1.51,30.9,-18.38,2.6212000000000004
hold_cvd_ratio <= -0.00083,69,47.83,1.37,-1.48,59.71,-18.38,2.6204
pullback_depth_from_launch_peak_pct >= -7.962,65,47.69,1.38,-1.48,59.71,-18.38,2.6111999999999997
launch_to_entry_amount_anomaly_avg >= 0.8579,55,47.27,1.53,-1.48,59.71,-18.38,2.6076000000000006
discover_to_entry_days <= 8,55,47.27,1.61,-1.51,59.71,-18.38,2.5936000000000003
launch_to_entry_return_pct >= 2.636,65,47.69,1.27,-1.48,59.71,-18.38,2.5892
discover_to_entry_super_positive_day_ratio >= 0.4,67,47.76,1.39,-1.51,45.49,-18.38,2.5887999999999995
pullback_main_net_ratio >= 0.0186265,53,47.17,1.46,-1.48,59.71,-18.38,2.5856
discover_to_entry_order_event_count_sum >= 752538,53,49.06,0.7,-1.48,59.71,-18.38,2.5848000000000004
pre20_return_pct <= -15.9425,53,47.17,1.6,-1.51,30.9,-18.38,2.5836000000000006
launch_to_entry_cancel_buy_ratio >= 0.000878,65,46.15,2.0,-1.51,59.71,-18.38,2.5820000000000003
hold_max_drawdown_pct <= -2.564,65,47.69,1.37,-1.51,59.71,-18.38,2.5792
pull_to_entry_cancel_sell_ratio <= 0.312215,53,47.17,1.38,-1.48,59.71,-18.38,2.5696
discover_to_entry_cancel_buy_ratio <= 0.4072,65,47.69,1.16,-1.48,59.71,-18.38,2.5671999999999997
pull_to_entry_amount_anomaly_avg >= 0.781355,53,47.17,1.36,-1.48,59.71,-18.38,2.5656
setup_score <= 89.08,41,48.78,0.65,-1.48,45.49,-18.38,2.5524
launch_to_entry_amount_sum >= 4.5721e+09,53,47.17,1.59,-1.55,59.71,-18.38,2.5416000000000003
hold_cancel_sell_ratio >= 0.000534,53,49.06,0.45,-1.51,45.49,-16.72,2.5048000000000004
hold_amount_avg >= 1.10868e+09,53,47.17,1.01,-1.48,59.71,-18.38,2.4956
launch3_add_buy_ratio >= 1.23524,53,47.17,1.0,-1.48,59.71,-18.38,2.4936000000000003
launch_to_entry_oib_ratio >= -0.00284,41,43.9,2.35,-1.51,59.71,-18.38,2.472
launch_to_entry_cancel_sell_ratio >= 0.000174,65,46.15,1.64,-1.55,59.71,-18.38,2.47
pull_to_entry_cancel_sell_ratio >= 0.000106,65,46.15,1.38,-1.51,59.71,-18.38,2.458
discover_to_entry_active_buy_strength_avg >= 0.21448,53,45.28,1.92,-1.55,59.71,-18.38,2.4564
launch_to_entry_amount_avg >= 9.32742e+08,55,47.27,1.11,-1.55,59.71,-18.38,2.4536000000000002
discover_to_entry_main_net_ratio >= -0.007838,65,46.15,1.34,-1.51,59.71,-18.38,2.45
discover_to_entry_cancel_sell_ratio >= 0.000232,65,46.15,1.53,-1.55,59.71,-18.38,2.4480000000000004
launch_to_entry_max_drawdown_pct >= -2.655,41,46.34,1.45,-1.55,59.71,-14.52,2.4472000000000005
discover_to_entry_main_positive_day_ratio >= 0.39112,65,47.69,0.55,-1.48,45.49,-18.38,2.4452
discover_to_entry_support_spread_avg >= 0.009235,41,43.9,2.17,-1.51,59.71,-18.38,2.436
discover_to_entry_main_price_divergence <= 0.02229,53,45.28,1.79,-1.55,59.71,-18.38,2.4304
launch_to_entry_active_buy_strength_avg >= 1.68671,53,45.28,1.77,-1.55,59.71,-18.38,2.4264
launch_to_entry_active_buy_strength_avg >= 0.08622,65,46.15,1.22,-1.51,59.71,-18.38,2.426
launch_to_entry_active_buy_strength_avg >= 3.09795,41,46.34,1.11,-1.51,59.71,-18.38,2.4192000000000005
launch_to_entry_buy_support_avg >= 0.532222,65,46.15,1.16,-1.51,59.71,-18.38,2.4140000000000006
launch3_main_net_ratio >= 0.022216,65,47.69,0.24,-1.48,59.71,-18.38,2.3832
discover_to_entry_main_price_divergence <= 0.048666,65,46.15,1.13,-1.55,59.71,-18.38,2.3680000000000003
pull_to_entry_amount_anomaly_avg >= 0.68936,65,46.15,0.8,-1.51,59.71,-18.38,2.3420000000000005
hold_cum_super_ratio_min <= 0.003408,65,47.69,0.17,-1.51,45.49,-18.38,2.3392
discover_to_entry_buy_support_avg >= 1.39108,41,46.34,0.55,-1.48,59.71,-18.38,2.3372
discover_to_entry_add_buy_ratio >= 1.38419,41,46.34,0.55,-1.48,59.71,-18.38,2.3372
hold_add_sell_ratio >= 1.02631,53,45.28,1.08,-1.51,59.71,-18.38,2.3284000000000002
pull_to_entry_super_net_ratio <= 0.075862,65,47.69,-0.05,-1.48,45.49,-14.24,2.3252
pull_to_entry_max_daily_super_outflow_ratio <= 0.075862,65,47.69,-0.05,-1.48,45.49,-14.24,2.3252
pull_to_entry_super_price_divergence <= 0.075862,65,47.69,-0.05,-1.48,45.49,-14.24,2.3252
discover_to_entry_sell_pressure_avg >= 0.564581,53,45.28,1.25,-1.55,59.71,-18.38,2.3224
launch_to_entry_sell_pressure_avg >= 0.571817,53,45.28,1.25,-1.55,59.71,-18.38,2.3224
discover_to_entry_amount_avg >= 1.42141e+09,41,46.34,0.67,-1.55,30.9,-18.38,2.2912000000000003
launch_to_entry_main_net_ratio >= 0.012262,65,46.15,0.52,-1.51,59.71,-18.38,2.2860000000000005
pullback_main_net_ratio >= 0.02833,45,44.44,1.34,-1.55,59.71,-18.38,2.273199999999999
launch_to_entry_order_event_count_sum >= 460238,53,45.28,0.95,-1.55,59.71,-18.38,2.2624
discover_to_entry_order_event_count_sum >= 986602,41,46.34,0.47,-1.55,59.71,-18.38,2.2512000000000003
discover_to_entry_return_pct >= -2.688,65,44.62,1.08,-1.55,59.71,-18.38,2.2356
pull_to_entry_buy_support_avg >= 0.58892,53,43.4,1.51,-1.55,59.71,-18.38,2.224
discover_to_entry_super_price_divergence <= 0.03168,65,44.62,0.98,-1.55,59.71,-18.38,2.2156
hold_cum_main_ratio_max_drawdown >= -0.085334,65,47.69,-0.65,-1.48,21.82,-18.38,2.2052
launch_to_entry_buy_support_avg >= 1.4013,42,45.24,0.5,-1.52,59.71,-18.38,2.1992000000000003
launch_to_entry_add_buy_ratio >= 1.38698,42,45.24,0.5,-1.52,59.71,-18.38,2.1992000000000003
discover_to_entry_super_net_ratio >= 0.0076725,53,43.4,1.33,-1.55,59.71,-18.38,2.1879999999999997
discover_to_entry_amount_sum >= 1.08757e+10,41,46.34,0.1,-1.55,30.9,-18.38,2.1772000000000005
pull_to_entry_cancel_buy_ratio <= 0.0101,41,46.34,-0.28,-1.48,30.9,-14.52,2.1712000000000002
hold_super_positive_day_ratio <= 0.5455,66,46.97,-0.32,-1.53,45.49,-18.38,2.1635999999999997
hold_negative_super_day_ratio >= 0.4545,66,46.97,-0.32,-1.53,45.49,-18.38,2.1635999999999997
launch_to_entry_super_price_divergence <= -0.03527,44,45.45,0.2,-1.52,30.63,-18.38,2.156
hold_cum_super_ratio_max_drawdown >= -0.02612,41,46.34,-0.54,-1.48,21.82,-18.38,2.1192
hold_cvd_ratio <= -0.020215,53,45.28,-0.19,-1.51,45.49,-18.38,2.0744000000000002
hold_main_net_ratio <= 0.009852,65,44.62,0.23,-1.55,59.71,-18.38,2.0655999999999994
hold_cum_main_ratio_last <= 0.009852,65,44.62,0.23,-1.55,59.71,-18.38,2.0655999999999994
hold_max_daily_main_outflow_ratio <= -0.089974,65,46.15,-0.43,-1.55,45.49,-18.38,2.0560000000000005
hold_cancel_buy_ratio <= 0.00362,41,43.9,0.01,-1.55,30.9,-18.38,1.964
pullback_depth_from_launch_peak_pct >= -6.74,54,44.44,1.55,-1.96,59.71,-14.52,1.9051999999999998
hold_cum_main_ratio_max_drawdown <= -0.05483,41,46.34,2.91,-2.41,59.71,-14.52,1.8792000000000002
discover_to_entry_amount_anomaly_avg >= 0.9237,41,43.9,-0.45,-1.55,30.9,-18.38,1.8719999999999999
hold_amount_anomaly_avg <= 1.09675,53,45.28,-1.02,-1.55,15.42,-14.24,1.8684
hold_super_positive_day_ratio <= 0.48971,53,45.28,-1.12,-1.55,45.49,-18.38,1.8484
hold_negative_super_day_ratio >= 0.51029,53,45.28,-1.12,-1.55,45.49,-18.38,1.8484
hold_amount_sum <= 2.05041e+10,65,44.62,-0.97,-1.55,45.49,-18.38,1.8255999999999997
discover_to_entry_main_positive_day_ratio >= 0.4545,54,46.3,-0.07,-1.96,30.9,-18.38,1.7299999999999998
hold_max_daily_super_outflow_ratio <= -0.04511,66,46.97,-0.47,-1.98,45.49,-18.38,1.6836
launch_to_entry_return_pct >= 7.21,42,42.86,1.02,-1.98,59.71,-18.38,1.6527999999999998
discover_to_entry_main_net_ratio >= 0.0077275,53,43.4,1.19,-2.41,59.71,-18.38,1.2999999999999998
discover_to_entry_positive_l2_bar_ratio_avg >= 0.495825,53,45.28,0.38,-2.41,45.49,-18.38,1.2884000000000002
launch_to_entry_positive_l2_bar_ratio_avg >= 0.5429,42,42.86,0.23,-2.19,59.71,-18.38,1.2848
discover_to_entry_max_drawdown_pct >= -8.848,53,43.4,0.74,-2.41,45.49,-14.24,1.2099999999999997
launch_to_entry_cancel_buy_ratio <= 0.356793,53,43.4,0.46,-2.41,59.71,-18.38,1.154
hold_buy_support_avg >= 0.569806,53,43.4,0.32,-2.41,59.71,-18.38,1.126
discover_to_entry_days <= 7,43,41.86,0.31,-2.41,45.49,-18.38,1.0008000000000001
discover_to_entry_cvd_ratio >= -0.016885,41,43.9,1.29,-2.79,59.71,-11.9,0.98
discover_to_entry_main_positive_day_ratio >= 0.55055,41,43.9,-0.68,-2.41,30.9,-18.38,0.9659999999999999
pull_to_entry_cancel_buy_ratio <= 0.45648,66,42.42,0.71,-2.57,59.71,-18.38,0.9656000000000003
hold_amount_anomaly_avg <= 0.99845,41,43.9,-0.89,-2.41,15.42,-11.36,0.9239999999999998
pull_to_entry_amount_anomaly_avg >= 0.9816,42,40.48,-0.74,-2.17,59.71,-18.38,0.9204
discover_to_entry_amount_avg >= 9.59756e+08,53,43.4,0.61,-2.79,59.71,-18.38,0.8039999999999999
hold_order_event_count_sum <= 1.72903e+06,65,43.08,-1.21,-2.41,45.49,-18.38,0.7944
pull_to_entry_amount_sum >= 9.09329e+08,53,43.4,0.74,-2.83,59.71,-18.38,0.7899999999999999
pull_to_entry_amount_avg >= 9.09329e+08,53,43.4,0.74,-2.83,59.71,-18.38,0.7899999999999999
pull_to_entry_order_event_count_sum >= 98706.2,53,43.4,0.63,-2.83,59.71,-18.38,0.7679999999999999
discover_to_entry_super_positive_day_ratio >= 0.52275,41,41.46,0.82,-2.72,30.9,-18.38,0.7608
discover_to_entry_max_daily_main_outflow_ratio >= -0.09754,41,41.46,-0.84,-2.41,30.9,-18.38,0.7388
launch_to_entry_cancel_sell_ratio >= 0.00043,55,45.45,-0.59,-2.79,45.49,-18.38,0.7280000000000001
launch_to_entry_positive_l2_bar_ratio_avg >= 0.5102,54,42.59,-0.44,-2.6,59.71,-18.38,0.7192000000000004
discover_to_entry_super_price_divergence <= 0.008536,53,43.4,-0.28,-2.72,30.9,-18.38,0.6959999999999997
holding_days <= 12.8,65,44.62,-0.83,-2.72,45.49,-18.38,0.6835999999999997
hold_days <= 12.8,65,44.62,-0.83,-2.72,45.49,-18.38,0.6835999999999997
hold_super_net_ratio <= 0.01004,66,42.42,-0.83,-2.57,45.49,-18.38,0.6576000000000003
hold_cum_super_ratio_last <= 0.01004,66,42.42,-0.83,-2.57,45.49,-18.38,0.6576000000000003
pull_to_entry_cancel_buy_ratio <= 0.373637,53,41.51,0.04,-2.72,59.71,-18.38,0.6087999999999996
launch_to_entry_amount_anomaly_avg >= 0.9716,41,41.46,0.19,-2.79,59.71,-18.38,0.5648000000000002
discover_to_entry_return_pct >= 3.365,41,39.02,1.12,-2.79,59.71,-18.38,0.5556000000000003
hold_main_price_divergence >= -0.106212,65,43.08,-2.51,-2.41,15.42,-18.38,0.5344
launch_to_entry_amount_avg >= 1.45542e+09,42,42.86,1.29,-3.16,59.71,-18.38,0.5267999999999997
discover_to_entry_return_pct >= 0.9105,53,39.62,0.63,-2.79,59.71,-18.38,0.5055999999999999
hold_max_drawdown_pct <= -4.78,54,40.74,0.23,-2.81,59.71,-18.38,0.49520000000000025
discover_to_entry_positive_l2_bar_ratio_avg >= 0.52275,41,41.46,-0.05,-2.83,45.49,-18.38,0.4768000000000001
hold_positive_l2_bar_ratio_avg <= 0.5204,66,42.42,-1.9,-2.57,30.9,-18.38,0.4436000000000003
discover_to_entry_active_buy_strength_avg >= 2.2429,41,41.46,-0.51,-2.83,30.9,-18.38,0.38480000000000014
discover_to_entry_cancel_sell_ratio >= 0.000407,53,41.51,-0.8,-2.79,45.49,-18.38,0.3707999999999997
launch3_main_net_ratio >= 0.036458,53,41.51,-0.63,-2.83,59.71,-18.38,0.3647999999999997
launch_to_entry_main_positive_day_ratio >= 0.6,43,41.86,-1.11,-2.79,30.9,-18.38,0.33680000000000015
launch_to_entry_amount_sum >= 7.38555e+09,41,43.9,-0.39,-3.11,30.9,-18.38,0.3240000000000001
hold_main_positive_day_ratio <= 0.56824,65,40.0,-0.66,-2.79,59.71,-18.38,0.27800000000000014
hold_negative_main_day_ratio >= 0.43176,65,40.0,-0.66,-2.79,59.71,-18.38,0.27800000000000014
hold_amount_avg >= 1.51515e+09,41,41.46,0.64,-3.2,59.71,-18.38,0.24480000000000002
discover_to_entry_main_price_divergence <= -0.00146,41,39.02,-0.44,-2.79,30.9,-18.38,0.24360000000000032
hold_max_daily_main_outflow_ratio <= -0.104931,53,41.51,-1.57,-2.79,45.49,-18.38,0.21679999999999966
discover_to_entry_max_drawdown_pct >= -6.02,41,39.02,-0.65,-2.79,30.9,-14.24,0.20160000000000033
launch_to_entry_order_event_count_sum >= 685679,41,41.46,-0.08,-3.11,59.71,-18.38,0.1908000000000003
discover_to_entry_super_price_divergence <= -0.01183,41,39.02,-0.72,-2.79,30.9,-18.38,0.18760000000000035
launch_to_entry_main_net_ratio >= 0.020013,53,37.74,-0.23,-2.79,59.71,-18.38,0.18320000000000006
hold_amount_sum <= 1.30155e+10,53,39.62,-1.62,-2.72,45.49,-16.72,0.1255999999999997
pull_to_entry_amount_sum >= 1.27574e+09,44,40.91,-0.06,-3.2,59.71,-18.38,0.060799999999999535
pull_to_entry_amount_avg >= 1.27574e+09,44,40.91,-0.06,-3.2,59.71,-18.38,0.060799999999999535
hold_cvd_ratio <= -0.02832,41,41.46,-0.36,-3.2,45.49,-18.38,0.04480000000000002
discover_to_entry_main_net_ratio >= 0.02497,41,36.59,-0.28,-2.83,59.71,-18.38,0.04120000000000039
hold_add_sell_ratio >= 1.37285,41,39.02,-1.9,-2.72,30.9,-18.38,0.021600000000000175
hold_super_net_ratio <= 0.000559,53,39.62,-1.62,-2.83,45.49,-18.38,0.015599999999999836
hold_cum_super_ratio_last <= 0.000559,53,39.62,-1.62,-2.83,45.49,-18.38,0.015599999999999836
hold_main_positive_day_ratio <= 0.5,61,37.7,-1.06,-2.79,59.71,-18.38,0.014000000000000401
hold_negative_main_day_ratio >= 0.5,61,37.7,-1.06,-2.79,59.71,-18.38,0.014000000000000401
hold_super_price_divergence >= -0.121392,65,41.54,-2.95,-2.72,14.37,-18.38,0.013199999999999656
hold_cum_main_ratio_min <= -0.03695,41,41.46,-0.74,-3.2,45.49,-18.38,-0.031199999999999978
hold_cum_super_ratio_min <= -0.0147515,53,41.51,-0.76,-3.2,45.49,-18.38,-0.03120000000000045
hold_sell_pressure_avg >= 1.39255,41,39.02,-2.22,-2.72,30.63,-18.38,-0.04239999999999988
hold_active_buy_strength_avg <= 0.78534,65,40.0,-2.3,-2.79,30.9,-18.38,-0.04999999999999982
hold_return_pct <= 10.7,66,40.91,-3.09,-2.75,11.45,-18.38,-0.09520000000000028
hold_max_daily_main_outflow_ratio <= -0.12024,42,42.86,-1.74,-3.2,45.49,-18.38,-0.11920000000000036
hold_cum_main_ratio_min <= -0.0149155,53,41.51,-1.35,-3.2,45.49,-18.38,-0.14920000000000044
hold_order_event_count_sum <= 1.1996e+06,54,37.04,-1.74,-2.79,45.49,-16.72,-0.1748
pull_to_entry_order_event_count_sum >= 132967,43,37.21,-0.79,-3.2,59.71,-18.38,-0.3811999999999999
hold_main_net_ratio <= -0.002648,53,39.62,-2.05,-3.2,45.49,-18.38,-0.4404000000000002
hold_cum_main_ratio_last <= -0.002648,53,39.62,-2.05,-3.2,45.49,-18.38,-0.4404000000000002
holding_days <= 9,54,37.04,-2.62,-2.97,45.49,-18.38,-0.5308000000000002
hold_days <= 9,54,37.04,-2.62,-2.97,45.49,-18.38,-0.5308000000000002
hold_amount_sum <= 7.81321e+09,41,34.15,-2.53,-2.79,45.49,-16.72,-0.5640000000000003
hold_order_event_count_sum <= 755059,43,32.56,-2.39,-2.83,45.49,-16.72,-0.7031999999999996
hold_active_buy_strength_avg <= -0.8411,54,35.19,-2.94,-2.95,30.9,-18.38,-0.7228000000000002
hold_main_price_divergence >= -0.0689375,53,35.85,-4.08,-2.83,8.68,-18.38,-0.7779999999999998
hold_positive_l2_bar_ratio_avg <= 0.49316,53,37.74,-3.6,-3.11,11.73,-18.38,-0.8107999999999999
launch_to_entry_main_net_ratio >= 0.032545,41,34.15,-1.86,-3.2,59.71,-18.38,-0.8400000000000005
hold_super_price_divergence >= -0.0480465,53,30.19,-4.69,-3.2,7.44,-18.38,-1.7228000000000003
hold_main_price_divergence >= -0.03802,41,29.27,-5.04,-3.2,6.03,-18.38,-1.8664
hold_return_pct <= 2.9555,53,26.42,-5.27,-3.37,6.0,-18.38,-2.3103999999999996
hold_cum_super_ratio_min <= -0.030615,41,41.46,-1.81,-6.98,45.49,-18.38,-4.0252
hold_max_drawdown_pct <= -5.195,41,39.02,-0.2,-7.55,59.71,-18.38,-4.4684
launch3_main_net_ratio >= 0.05008,41,34.15,-2.84,-6.98,59.71,-18.38,-4.816000000000001
hold_main_positive_day_ratio <= 0.4202,41,29.27,-3.11,-6.98,59.71,-18.38,-5.260400000000001
hold_negative_main_day_ratio >= 0.5798,41,29.27,-3.11,-6.98,59.71,-18.38,-5.260400000000001
hold_super_positive_day_ratio <= 0.4,42,30.95,-4.5,-6.88,27.1,-18.38,-5.304
hold_negative_super_day_ratio >= 0.6,42,30.95,-4.5,-6.88,27.1,-18.38,-5.304
hold_super_net_ratio <= -0.009195,41,26.83,-3.95,-6.98,45.49,-18.38,-5.623600000000001
hold_cum_super_ratio_last <= -0.009195,41,26.83,-3.95,-6.98,45.49,-18.38,-5.623600000000001
hold_positive_l2_bar_ratio_avg <= 0.44355,41,29.27,-5.47,-6.98,11.45,-18.38,-5.732400000000001
hold_active_buy_strength_avg <= -2.4507,41,29.27,-4.88,-7.55,27.1,-18.38,-6.184399999999999
hold_main_net_ratio <= -0.019655,41,26.83,-4.29,-7.73,45.49,-18.38,-6.441600000000001
hold_cum_main_ratio_last <= -0.019655,41,26.83,-4.29,-7.73,45.49,-18.38,-6.441600000000001
holding_days <= 6.5,41,19.51,-6.09,-6.98,11.45,-18.38,-6.6372
hold_days <= 6.5,41,19.51,-6.09,-6.98,11.45,-18.38,-6.6372
hold_super_price_divergence >= -0.00706,41,19.51,-6.21,-7.55,6.03,-18.38,-7.231199999999999
hold_return_pct <= 0.155,41,9.76,-7.69,-9.46,3.21,-18.38,-10.217200000000002
